#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP046280.1	20406	21359	+			FOB96_RS00095	WP_094914776.1	317	Rpn family recombination-promoting nuclease/putative transposase
chromosome	NZ_CP046280.1	21540	22910	+			FOB96_RS00100	WP_094914777.1	456	NAD-dependent succinate-semialdehyde dehydrogenase
chromosome	NZ_CP046280.1	23006	23149	-			FOB96_RS00105	WP_094914778.1	47	hypothetical protein
chromosome	NZ_CP046280.1	23116	23280	+			FOB96_RS00110	WP_094914779.1	54	DUF1127 domain-containing protein
chromosome	NZ_CP046280.1	23355	24056	-			FOB96_RS00115	WP_076166983.1	233	hypothetical protein
chromosome	NZ_CP046280.1	24130	24462	-		symE	FOB96_RS00120	WP_001647389.1	110	MULTISPECIES: endoribonuclease SymE
chromosome	NZ_CP046280.1	24757	25398	-			FOB96_RS00125	WP_000438685.1	213	MULTISPECIES: LysE family translocator
chromosome	NZ_CP046280.1	25446	26261	-			FOB96_RS00130	WP_001647390.1	271	AraC family transcriptional regulator
chromosome	NZ_CP046280.1	26298	27254	-		yjiA	FOB96_RS00135	WP_000187840.1	318	MULTISPECIES: GTPase
chromosome	NZ_CP046280.1	27265	27468	-			FOB96_RS00140	WP_000460616.1	67	MULTISPECIES: YbdD/YjiX family protein
chromosome	NZ_CP046280.1	27563	29713	-		btsT	FOB96_RS00145	WP_058820999.1	716	pyruvate/proton symporter BtsT
chromosome	NZ_CP046280.1	30080	31741	+		tsr	FOB96_RS00150	WP_000919521.1	553	MULTISPECIES: methyl-accepting chemotaxis protein
chromosome	NZ_CP046280.1	31910	34201	-		opgB	FOB96_RS00155	WP_094914782.1	763	phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase
chromosome	NZ_CP046280.1	34484	34975	-			FOB96_RS00160	WP_023137541.1	163	MULTISPECIES: DUF2501 domain-containing protein
chromosome	NZ_CP046280.1	35033	35770	-		dnaC	FOB96_RS00165	WP_000799924.1	245	MULTISPECIES: DNA replication protein DnaC
chromosome	NZ_CP046280.1	35773	36312	-		dnaT	FOB96_RS00170	WP_000098578.1	179	MULTISPECIES: primosomal protein DnaT
chromosome	NZ_CP046280.1	36405	36878	-			FOB96_RS00175	WP_000511329.1	157	MULTISPECIES: threonine/serine exporter
chromosome	NZ_CP046280.1	36869	37645	-			FOB96_RS00180	WP_001674846.1	258	MULTISPECIES: threonine/serine exporter ThrE family protein
chromosome	NZ_CP046280.1	38357	39082	+			FOB96_RS00185	WP_000936659.1	241	MULTISPECIES: response regulator transcription factor
chromosome	NZ_CP046280.1	39043	39717	+		bglJ	FOB96_RS00190	WP_000431546.1	224	MULTISPECIES: DNA-binding transcriptional activator BglJ
chromosome	NZ_CP046280.1	39768	40226	-			FOB96_RS00195	WP_000058271.1	152	MULTISPECIES: YbaK/EbsC family protein
chromosome	NZ_CP046280.1	40377	41165	-		fhuF	FOB96_RS00200	WP_000331529.1	262	siderophore-iron reductase FhuF
chromosome	NZ_CP046280.1	41286	42350	-			FOB96_RS00205	WP_094914783.1	354	GGDEF domain-containing protein
chromosome	NZ_CP046280.1	42601	42837	+			FOB96_RS00210	WP_023251586.1	78	DUF1435 domain-containing protein
chromosome	NZ_CP046280.1	43378	44406	-		rsmC	FOB96_RS00230	WP_079812992.1	342	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC
chromosome	NZ_CP046280.1	44509	44946	+			FOB96_RS00235	WP_000203996.1	145	MULTISPECIES: DNA polymerase III subunit psi
chromosome	NZ_CP046280.1	44891	45337	+		rimI	FOB96_RS00240	WP_023207490.1	148	MULTISPECIES: ribosomal protein S18-alanine N-acetyltransferase
chromosome	NZ_CP046280.1	45359	46036	+		yjjG	FOB96_RS00245	WP_000870686.1	225	MULTISPECIES: pyrimidine 5\\'-nucleotidase
chromosome	NZ_CP046280.1	46128	47717	+		prfC	FOB96_RS00250	WP_000175965.1	529	MULTISPECIES: peptide chain release factor 3
chromosome	NZ_CP046280.1	48119	48736	+		osmY	FOB96_RS00255	WP_000178963.1	205	MULTISPECIES: molecular chaperone OsmY
chromosome	NZ_CP046280.1	48865	49026	+			FOB96_RS00260	WP_000490276.1	53	MULTISPECIES: DUF1328 domain-containing protein
chromosome	NZ_CP046280.1	49150	50223	+			FOB96_RS00265	WP_000531540.1	357	MULTISPECIES: patatin family protein
chromosome	NZ_CP046280.1	50220	50993	+			FOB96_RS00270	WP_023224466.1	257	MULTISPECIES: metal-dependent hydrolase
chromosome	NZ_CP046280.1	51026	51889	-			FOB96_RS00275	WP_094888324.1	287	YjjW family glycine radical enzyme activase
chromosome	NZ_CP046280.1	51861	53411	-			FOB96_RS00280	WP_001111686.1	516	MULTISPECIES: YjjI family glycine radical enzyme
chromosome	NZ_CP046280.1	53671	54450	+		deoC	FOB96_RS00285	WP_001519713.1	259	MULTISPECIES: deoxyribose-phosphate aldolase
chromosome	NZ_CP046280.1	54574	55896	+		deoA	FOB96_RS00290	WP_094914784.1	440	thymidine phosphorylase
chromosome	NZ_CP046280.1	55948	57171	+		deoB	FOB96_RS00295	WP_000816454.1	407	MULTISPECIES: phosphopentomutase
chromosome	NZ_CP046280.1	57381	58100	+		deoD	FOB96_RS00300	WP_000224864.1	239	MULTISPECIES: purine-nucleoside phosphorylase
chromosome	NZ_CP046280.1	58138	58710	-			FOB96_RS00305	WP_079962664.1	190	hypothetical protein
chromosome	NZ_CP046280.1	58707	61115	-			FOB96_RS00310	WP_015406150.1	802	MULTISPECIES: fimbrial biogenesis outer membrane usher protein
chromosome	NZ_CP046280.1	61129	61836	-			FOB96_RS00315	WP_001112028.1	235	MULTISPECIES: fimbrial biogenesis chaperone StjC
chromosome	NZ_CP046280.1	61914	62603	-			FOB96_RS00320	WP_000722273.1	229	MULTISPECIES: DUF1120 domain-containing protein
chromosome	NZ_CP046280.1	62651	63340	-			FOB96_RS00325	WP_001527213.1	229	MULTISPECIES: DUF1120 domain-containing protein
chromosome	NZ_CP046280.1	63651	64667	-		lplA	FOB96_RS00330	WP_001527249.1	338	MULTISPECIES: lipoate--protein ligase LplA
chromosome	NZ_CP046280.1	64701	65345	-			FOB96_RS00335	WP_156016541.1	214	YtjB family periplasmic protein
chromosome	NZ_CP046280.1	65462	66430	+		serB	FOB96_RS00340	WP_001132983.1	322	MULTISPECIES: phosphoserine phosphatase
chromosome	NZ_CP046280.1	66514	67896	+		radA	FOB96_RS00345	WP_156016543.1	460	DNA repair protein RadA
chromosome	NZ_CP046280.1	68047	69279	+		nadR	FOB96_RS00350	WP_156016545.1	410	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR
chromosome	NZ_CP046280.1	69397	71064	-		ettA	FOB96_RS00355	WP_000046770.1	555	MULTISPECIES: energy-dependent translational throttle protein EttA
chromosome	NZ_CP046280.1	71273	73210	+		sltY	FOB96_RS00360	WP_000373272.1	645	MULTISPECIES: murein transglycosylase
chromosome	NZ_CP046280.1	73268	73594	+		trpR	FOB96_RS00365	WP_000192003.1	108	MULTISPECIES: trp operon repressor
chromosome	NZ_CP046280.1	73696	74211	-		yjjX	FOB96_RS00370	WP_000554310.1	171	MULTISPECIES: inosine/xanthosine triphosphatase
chromosome	NZ_CP046280.1	74260	74907	+		gpmB	FOB96_RS00375	WP_000942358.1	215	"MULTISPECIES: 2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB"
chromosome	NZ_CP046280.1	74904	75773	-		robA	FOB96_RS00380	WP_000371685.1	289	MULTISPECIES: MDR efflux pump AcrAB transcriptional activator RobA
chromosome	NZ_CP046280.1	75985	76458	+		creA	FOB96_RS00385	WP_000875811.1	157	MULTISPECIES: protein CreA
chromosome	NZ_CP046280.1	76471	77160	+		creB	FOB96_RS00390	WP_001187046.1	229	MULTISPECIES: two-component system response regulator CreB
chromosome	NZ_CP046280.1	77160	78584	+		creC	FOB96_RS00395	WP_023214091.1	474	two-component system sensor histidine kinase CreC
chromosome	NZ_CP046280.1	78642	79991	+		creD	FOB96_RS00400	WP_000920387.1	449	MULTISPECIES: cell envelope integrity protein CreD
chromosome	NZ_CP046280.1	80049	81134	-			FOB96_RS00405	WP_001253782.1	361	fimbrial major subunit SthE
chromosome	NZ_CP046280.1	81176	81733	-			FOB96_RS00410	WP_001056983.1	185	fimbrial protein SthD
chromosome	NZ_CP046280.1	82882	84032	-			FOB96_RS00420	WP_094888822.1	383	IS3 family transposase
chromosome	NZ_CP046280.1	85582	86265	-			FOB96_RS00430	WP_000680523.1	227	MULTISPECIES: fimbrial biogenesis chaperone SthA
chromosome	NZ_CP046280.1	86336	86881	-		sthA	FOB96_RS00435	WP_000482239.1	181	MULTISPECIES: fimbrial protein SthA
chromosome	NZ_CP046280.1	87215	87886	-			FOB96_RS00440	WP_000811635.1	223	MULTISPECIES: winged helix-turn-helix transcriptional regulator
chromosome	NZ_CP046280.1	88271	88585	-			FOB96_RS00445	WP_000749515.1	104	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046280.1	88852	89568	-		arcA	FOB96_RS00450	WP_001194359.1	238	MULTISPECIES: two-component system response regulator ArcA
chromosome	NZ_CP046280.1	89664	89804	+			FOB96_RS00455	WP_001541509.1	46	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046280.1	90204	90890	+			FOB96_RS00460	WP_023254580.1	228	tRNA/rRNA methyltransferase
chromosome	NZ_CP046280.1	91104	91169	+		thrL	FOB96_RS00465	WP_001575544.1	21	MULTISPECIES: thr operon leader peptide
chromosome	NZ_CP046280.1	91251	93713	+		thrA	FOB96_RS00470	WP_001264678.1	820	MULTISPECIES: bifunctional aspartate kinase/homoserine dehydrogenase I
chromosome	NZ_CP046280.1	93715	94644	+		thrB	FOB96_RS00475	WP_000241685.1	309	MULTISPECIES: homoserine kinase
chromosome	NZ_CP046280.1	94648	95934	+		thrC	FOB96_RS00480	WP_000781100.1	428	MULTISPECIES: threonine synthase
chromosome	NZ_CP046280.1	96028	96801	-		yaaA	FOB96_RS00485	WP_000906175.1	257	MULTISPECIES: peroxide stress protein YaaA
chromosome	NZ_CP046280.1	96880	98310	-			FOB96_RS00490	WP_023227829.1	476	sodium:alanine symporter family protein
chromosome	NZ_CP046280.1	98579	99532	+		tal	FOB96_RS00495	WP_000130179.1	317	MULTISPECIES: transaldolase
chromosome	NZ_CP046280.1	99643	100233	+		mog	FOB96_RS00500	WP_000380373.1	196	MULTISPECIES: molybdopterin adenylyltransferase
chromosome	NZ_CP046280.1	100290	100856	-		satP	FOB96_RS00505	WP_000528525.1	188	MULTISPECIES: acetate uptake transporter
chromosome	NZ_CP046280.1	101006	101719	-		msyB	FOB96_RS00510	WP_156016547.1	237	acidic protein MsyB
chromosome	NZ_CP046280.1	101755	102159	-			FOB96_RS00515	WP_001258082.1	134	MULTISPECIES: DUF2541 family protein
chromosome	NZ_CP046280.1	102508	104424	+		dnaK	FOB96_RS00520	WP_000516126.1	638	MULTISPECIES: molecular chaperone DnaK
chromosome	NZ_CP046280.1	104510	105649	+		dnaJ	FOB96_RS00525	WP_001119009.1	379	MULTISPECIES: molecular chaperone DnaJ
chromosome	NZ_CP046280.1	105930	106877	+			FOB96_RS00530	WP_000534916.1	315	MULTISPECIES: LysR family transcriptional regulator
chromosome	NZ_CP046280.1	107004	107348	+			FOB96_RS00535	WP_023208244.1	114	phage holin family protein
chromosome	NZ_CP046280.1	107409	107942	-			FOB96_RS00540	WP_156016549.1	177	glycoside hydrolase family 108 protein
chromosome	NZ_CP046280.1	107959	108402	-			FOB96_RS00545	WP_000860681.1	147	MULTISPECIES: transcriptional regulator
chromosome	NZ_CP046280.1	108783	110882	+			FOB96_RS00550	WP_058673728.1	699	chitinase
chromosome	NZ_CP046280.1	110975	113971	+			FOB96_RS00555	WP_156016551.1	998	chitinase
chromosome	NZ_CP046280.1	114252	114956	+			FOB96_RS00560	WP_023214084.1	234	winged helix-turn-helix transcriptional regulator
chromosome	NZ_CP046280.1	115386	115928	+			FOB96_RS00565	WP_000743356.1	180	fimbrial protein BcfA
chromosome	NZ_CP046280.1	116029	116715	+		bcfB	FOB96_RS00570	WP_001628066.1	228	fimbrial biogenesis chaperone BcfB
chromosome	NZ_CP046280.1	116720	119341	+		bcfC	FOB96_RS00575	WP_156017603.1	873	fimbrial usher BcfC
chromosome	NZ_CP046280.1	119342	120349	+			FOB96_RS00580	WP_000701256.1	335	MULTISPECIES: fimbrial protein BcfD
chromosome	NZ_CP046280.1	120350	120895	+			FOB96_RS00585	WP_156016553.1	181	fimbrial protein BcfE
chromosome	NZ_CP046280.1	120911	121429	+			FOB96_RS00590	WP_116723006.1	172	fimbrial protein BcfF
chromosome	NZ_CP046280.1	121395	122126	+		bcfG	FOB96_RS00595	WP_078057642.1	243	fimbrial chaperone BcfG
chromosome	NZ_CP046280.1	122191	123036	+			FOB96_RS00600	WP_156016555.1	281	DsbA family protein
chromosome	NZ_CP046280.1	123104	123388	+			FOB96_RS00605	WP_000558466.1	94	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046280.1	124747	124908	+			FOB96_RS00610	WP_001072135.1	53	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046280.1	125113	125409	-			FOB96_RS00615	WP_001542932.1	98	MULTISPECIES: 5\\'-nucleotidase C-terminal domain-containing protein
chromosome	NZ_CP046280.1	125865	126629	+			FOB96_RS00620	WP_156016557.1	254	hypothetical protein
chromosome	NZ_CP046280.1	126650	128143	+			FOB96_RS00625	WP_000754364.1	497	MULTISPECIES: sulfatase-like hydrolase/transferase
chromosome	NZ_CP046280.1	128247	129443	+			FOB96_RS00630	WP_001189142.1	398	MULTISPECIES: anaerobic sulfatase maturase
chromosome	NZ_CP046280.1	129461	130714	+			FOB96_RS00635	WP_000457885.1	417	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046280.1	131402	132568	+		nhaA	FOB96_RS00650	WP_000681340.1	388	MULTISPECIES: Na+/H+ antiporter NhaA
chromosome	NZ_CP046280.1	132631	133530	+		nhaR	FOB96_RS00655	WP_000062872.1	299	MULTISPECIES: transcriptional activator NhaR
chromosome	NZ_CP046280.1	133585	135624	-			FOB96_RS00660	WP_086776542.1	679	glycoside hydrolase family 31 protein
chromosome	NZ_CP046280.1	135664	137037	-			FOB96_RS00665	WP_156016559.1	457	MFS transporter
chromosome	NZ_CP046280.1	137498	137761	-		rpsT	FOB96_RS00670	WP_001518655.1	87	MULTISPECIES: 30S ribosomal protein S20
chromosome	NZ_CP046280.1	137867	138082	+			FOB96_RS00675	WP_001538903.1	71	MULTISPECIES: DUF2575 family protein
chromosome	NZ_CP046280.1	138090	139028	+		ribF	FOB96_RS00680	WP_000767311.1	312	MULTISPECIES: bifunctional riboflavin kinase/FAD synthetase
chromosome	NZ_CP046280.1	139073	141907	+		ileS	FOB96_RS00685	WP_156016561.1	944	isoleucine--tRNA ligase
chromosome	NZ_CP046280.1	141907	142407	+		lspA	FOB96_RS00690	WP_000042736.1	166	MULTISPECIES: signal peptidase II
chromosome	NZ_CP046280.1	142561	143010	+		fkpB	FOB96_RS00695	WP_000047269.1	149	MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase
chromosome	NZ_CP046280.1	143013	143963	+		ispH	FOB96_RS00700	WP_001166422.1	316	MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
chromosome	NZ_CP046280.1	144163	145365	+			FOB96_RS00705	WP_079962650.1	400	nitrite reductase
chromosome	NZ_CP046280.1	145381	146301	+		rihC	FOB96_RS00710	WP_000741408.1	306	MULTISPECIES: ribonucleoside hydrolase RihC
chromosome	NZ_CP046280.1	146323	147009	-			FOB96_RS00715	WP_000377415.1	228	MULTISPECIES: response regulator
chromosome	NZ_CP046280.1	147011	148630	-			FOB96_RS00720	WP_001563099.1	539	MULTISPECIES: sensor histidine kinase
chromosome	NZ_CP046280.1	148765	150066	-			FOB96_RS00725	WP_000444830.1	433	MULTISPECIES: oxalacetate decarboxylase subunit beta
chromosome	NZ_CP046280.1	150079	151848	-		oadA	FOB96_RS00730	WP_156016563.1	589	sodium-extruding oxaloacetate decarboxylase subunit alpha
chromosome	NZ_CP046280.1	151865	152104	-			FOB96_RS00735	WP_001001151.1	79	MULTISPECIES: oxaloacetate decarboxylase subunit gamma
chromosome	NZ_CP046280.1	152263	153603	-		citS	FOB96_RS00740	WP_000183608.1	446	citrate/sodium symporter CitS
chromosome	NZ_CP046280.1	153848	154891	+		citC	FOB96_RS00745	WP_072156320.1	347	[citrate (pro-3S)-lyase] ligase [Salmonella enterica]
chromosome	NZ_CP046280.1	154921	155214	+		citD	FOB96_RS00750	WP_000691461.1	97	MULTISPECIES: citrate lyase acyl carrier protein
chromosome	NZ_CP046280.1	155211	156080	+		citE	FOB96_RS00755	WP_001527480.1	289	MULTISPECIES: citrate (pro-3S)-lyase subunit beta
chromosome	NZ_CP046280.1	156091	157611	+		citF	FOB96_RS00760	WP_156016565.1	506	citrate lyase subunit alpha
chromosome	NZ_CP046280.1	157611	158162	+		citX	FOB96_RS00765	WP_156016567.1	183	citrate lyase holo
chromosome	NZ_CP046280.1	158140	159048	+		citG	FOB96_RS00770	WP_156016569.1	302	triphosphoribosyl-dephospho-CoA synthase CitG
chromosome	NZ_CP046280.1	159228	160049	+		dapB	FOB96_RS00775	WP_156016571.1	273	4-hydroxy-tetrahydrodipicolinate reductase
chromosome	NZ_CP046280.1	160177	160350	-			FOB96_RS22265	WP_164708913.1	57	hypothetical protein
chromosome	NZ_CP046280.1	161091	162239	+		carA	FOB96_RS00785	WP_023220469.1	382	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
chromosome	NZ_CP046280.1	162258	165485	+		carB	FOB96_RS00790	WP_001126323.1	1075	MULTISPECIES: carbamoyl-phosphate synthase large subunit
chromosome	NZ_CP046280.1	165759	166154	+		caiF	FOB96_RS00795	WP_000333324.1	131	MULTISPECIES: carnitine metabolism transcriptional regulator CaiF
chromosome	NZ_CP046280.1	166231	166827	-		caiE	FOB96_RS00800	WP_156016573.1	198	carnitine operon protein CaiE
chromosome	NZ_CP046280.1	166937	167722	-		caiD	FOB96_RS00805	WP_000004378.1	261	MULTISPECIES: crotonobetainyl-CoA hydratase
chromosome	NZ_CP046280.1	167776	169329	-		caiC	FOB96_RS00810	WP_156016575.1	517	crotonobetaine/carnitine-CoA ligase
chromosome	NZ_CP046280.1	169392	170609	-		caiB	FOB96_RS00815	WP_156017607.1	405	L-carnitine CoA-transferase
chromosome	NZ_CP046280.1	170721	171863	-		caiA	FOB96_RS00820	WP_000347134.1	380	MULTISPECIES: crotonobetainyl-CoA dehydrogenase
chromosome	NZ_CP046280.1	171898	173415	-		caiT	FOB96_RS00825	WP_000787073.1	505	MULTISPECIES: L-carnitine/gamma-butyrobetaine antiport BCCT transporter
chromosome	NZ_CP046280.1	173896	174666	+			FOB96_RS00830	WP_000692185.1	256	MULTISPECIES: electron transfer flavoprotein FixA
chromosome	NZ_CP046280.1	174682	175623	+			FOB96_RS00835	WP_001032188.1	313	MULTISPECIES: electron transfer flavoprotein subunit alpha/FixB family protein
chromosome	NZ_CP046280.1	175673	176959	+			FOB96_RS00840	WP_001287764.1	428	FAD-dependent oxidoreductase
chromosome	NZ_CP046280.1	176956	177243	+		fixX	FOB96_RS00845	WP_000203736.1	95	MULTISPECIES: ferredoxin-like protein FixX
chromosome	NZ_CP046280.1	177391	178731	+			FOB96_RS00850	WP_001136169.1	446	MULTISPECIES: MFS transporter
chromosome	NZ_CP046280.1	178820	179050	+			FOB96_RS00855	WP_001172089.1	76	MULTISPECIES: YgdI/YgdR family lipoprotein
chromosome	NZ_CP046280.1	179350	179766	+			FOB96_RS00860	WP_161976238.1	138	hypothetical protein
chromosome	NZ_CP046280.1	179990	180280	-			FOB96_RS00865	WP_000710534.1	96	MULTISPECIES: DUF1471 family virulence protein SrfN
chromosome	NZ_CP046280.1	181179	183068	+			FOB96_RS00870	WP_063917057.1	629	sulfatase-like hydrolase/transferase
chromosome	NZ_CP046280.1	183621	184151	+		kefF	FOB96_RS00875	WP_000600707.1	176	MULTISPECIES: glutathione-regulated potassium-efflux system oxidoreductase KefF
chromosome	NZ_CP046280.1	184144	186006	+		kefC	FOB96_RS00880	WP_156016577.1	620	glutathione-regulated potassium-efflux system protein KefC
chromosome	NZ_CP046280.1	186205	186684	+		folA	FOB96_RS00885	WP_000624378.1	159	MULTISPECIES: type 3 dihydrofolate reductase
chromosome	NZ_CP046280.1	186790	187638	-		apaH	FOB96_RS00890	WP_000257211.1	282	MULTISPECIES: bis(5\\'-nucleosyl)-tetraphosphatase (symmetrical) ApaH
chromosome	NZ_CP046280.1	187649	188026	-		apaG	FOB96_RS00895	WP_000610894.1	125	MULTISPECIES: Co2+/Mg2+ efflux protein ApaG
chromosome	NZ_CP046280.1	188029	188850	-		rsmA	FOB96_RS00900	WP_001065397.1	273	MULTISPECIES: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
chromosome	NZ_CP046280.1	188847	189836	-		pdxA	FOB96_RS00905	WP_000093012.1	329	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
chromosome	NZ_CP046280.1	189836	191122	-		surA	FOB96_RS00910	WP_000800482.1	428	MULTISPECIES: peptidylprolyl isomerase SurA
chromosome	NZ_CP046280.1	191176	193536	-		lptD	FOB96_RS00915	WP_156016579.1	786	LPS assembly protein LptD
chromosome	NZ_CP046280.1	193790	194602	+		djlA	FOB96_RS00920	WP_001200595.1	270	MULTISPECIES: co-chaperone DjlA
chromosome	NZ_CP046280.1	194697	195356	-		rluA	FOB96_RS00925	WP_156016581.1	219	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
chromosome	NZ_CP046280.1	195368	198274	-		rapA	FOB96_RS00930	WP_001116966.1	968	MULTISPECIES: RNA polymerase-associated protein RapA
chromosome	NZ_CP046280.1	198448	200799	-		polB	FOB96_RS00935	WP_156016583.1	783	DNA polymerase II
chromosome	NZ_CP046280.1	200843	201463	-			FOB96_RS00940	WP_058214644.1	206	YdcF family protein
chromosome	NZ_CP046280.1	201981	202400	+			FOB96_RS00950	WP_058214643.1	139	DUF4751 family protein
chromosome	NZ_CP046280.1	202406	203101	-		araD	FOB96_RS00955	WP_000888685.1	231	MULTISPECIES: L-ribulose-5-phosphate 4-epimerase
chromosome	NZ_CP046280.1	203242	204744	-		araA	FOB96_RS00960	WP_156016584.1	500	L-arabinose isomerase
chromosome	NZ_CP046280.1	204755	206464	-		araB	FOB96_RS00965	WP_086776703.1	569	ribulokinase
chromosome	NZ_CP046280.1	206805	207650	+		araC	FOB96_RS00970	WP_000852385.1	281	MULTISPECIES: arabinose operon transcriptional regulator AraC
chromosome	NZ_CP046280.1	207769	208536	+			FOB96_RS00975	WP_061377108.1	255	DedA family protein
chromosome	NZ_CP046280.1	208575	209282	-		thiQ	FOB96_RS00980	WP_000915965.1	235	MULTISPECIES: thiamine ABC transporter ATP-binding protein ThiQ
chromosome	NZ_CP046280.1	209266	210876	-		thiP	FOB96_RS00985	WP_000235636.1	536	MULTISPECIES: thiamine/thiamine pyrophosphate ABC transporter permease ThiP
chromosome	NZ_CP046280.1	210852	211835	-			FOB96_RS00990	WP_156016586.1	327	thiamine ABC transporter substrate binding subunit
chromosome	NZ_CP046280.1	212013	213671	-		sgrR	FOB96_RS00995	WP_001726866.1	552	HTH-type transcriptional regulator SgrR
chromosome	NZ_CP046280.1	213764	213886	+		sgrT	FOB96_RS01000	WP_000553886.1	40	MULTISPECIES: glucose uptake inhibitor SgrT
chromosome	NZ_CP046280.1	214172	214777	-		leuD	FOB96_RS01005	WP_000818267.1	201	MULTISPECIES: 3-isopropylmalate dehydratase small subunit
chromosome	NZ_CP046280.1	214788	216188	-		leuC	FOB96_RS01010	WP_001140632.1	466	MULTISPECIES: 3-isopropylmalate dehydratase large subunit
chromosome	NZ_CP046280.1	216191	217282	-		leuB	FOB96_RS01015	WP_156016588.1	363	3-isopropylmalate dehydrogenase
chromosome	NZ_CP046280.1	217282	218853	-		leuA	FOB96_RS01020	WP_000082819.1	523	MULTISPECIES: 2-isopropylmalate synthase
chromosome	NZ_CP046280.1	218941	219027	-		leuL	FOB96_RS01025	WP_001575587.1	28	MULTISPECIES: leu operon leader peptide
chromosome	NZ_CP046280.1	219684	220628	+		leuO	FOB96_RS01030	WP_001115418.1	314	transcriptional regulator LeuO
chromosome	NZ_CP046280.1	220950	222674	+		ilvI	FOB96_RS01035	WP_196774676.1	574	acetolactate synthase 3 large subunit
chromosome	NZ_CP046280.1	222677	223168	+		ilvN	FOB96_RS01040	WP_001563086.1	163	MULTISPECIES: acetolactate synthase small subunit
chromosome	NZ_CP046280.1	223452	224456	+		cra	FOB96_RS01045	WP_000762406.1	334	MULTISPECIES: catabolite repressor/activator
chromosome	NZ_CP046280.1	225062	225520	+		mraZ	FOB96_RS01050	WP_000488294.1	152	MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ
chromosome	NZ_CP046280.1	225522	226463	+		rsmH	FOB96_RS01055	WP_000970444.1	313	MULTISPECIES: 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
