#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP040380.1	43189	44274	+			S338_RS00200	WP_000238926.1	361	MULTISPECIES: cellulase family glycosylhydrolase
chromosome	NZ_CP040380.1	44201	45385	-		emrD	S338_RS00205	WP_000828737.1	394	MULTISPECIES: multidrug efflux MFS transporter EmrD
chromosome	NZ_CP040380.1	45588	46448	-			S338_RS00210	WP_001547948.1	286	DMT family transporter
chromosome	NZ_CP040380.1	46541	46630	-		tisB	S338_RS00215	WP_000117642.1	29	MULTISPECIES: type I toxin-antitoxin system toxin TisB
chromosome	NZ_CP040380.1	47264	47362	+		ivbL	S338_RS00225	WP_001541152.1	32	MULTISPECIES: ilvB operon leader peptide IvbL
chromosome	NZ_CP040380.1	47469	49157	+		ilvB	S338_RS00230	WP_000168439.1	562	MULTISPECIES: acetolactate synthase large subunit
chromosome	NZ_CP040380.1	49161	49451	+		ilvN	S338_RS00235	WP_001171826.1	96	MULTISPECIES: acetolactate synthase small subunit
chromosome	NZ_CP040380.1	49453	50238	-			S338_RS00240	WP_000448649.1	261	DeoR family transcriptional regulator
chromosome	NZ_CP040380.1	50563	51483	+		rbsK	S338_RS00245	WP_000350272.1	306	MULTISPECIES: ribokinase
chromosome	NZ_CP040380.1	51514	52830	+		fucP	S338_RS00250	WP_000998359.1	438	MULTISPECIES: L-fucose:H+ symporter permease
chromosome	NZ_CP040380.1	52842	53855	+			S338_RS00255	WP_000213188.1	337	aldose 1-epimerase family protein
chromosome	NZ_CP040380.1	54009	54599	+		uhpA	S338_RS00260	WP_000633672.1	196	MULTISPECIES: transcriptional regulator UhpA
chromosome	NZ_CP040380.1	54599	56101	+		uhpB	S338_RS00265	WP_001091248.1	500	signal transduction histidine-protein kinase/phosphatase UhpB
chromosome	NZ_CP040380.1	56111	57439	+			S338_RS00270	WP_000948165.1	442	MFS transporter
chromosome	NZ_CP040380.1	57582	58973	+		uhpT	S338_RS00275	WP_000879181.1	463	MULTISPECIES: hexose-6-phosphate:phosphate antiporter
chromosome	NZ_CP040380.1	59166	59618	+			S338_RS00280	WP_001519640.1	150	MULTISPECIES: DUF1198 domain-containing protein
chromosome	NZ_CP040380.1	59971	60714	+			S338_RS00285	WP_000854956.1	247	MULTISPECIES: GntR family transcriptional regulator
chromosome	NZ_CP040380.1	60732	61205	+			S338_RS00290	WP_001152232.1	157	PTS sugar transporter subunit IIA
chromosome	NZ_CP040380.1	61202	61489	+			S338_RS00295	WP_000041396.1	95	MULTISPECIES: PTS sugar transporter subunit IIB
chromosome	NZ_CP040380.1	63157	63681	-			S338_RS00305	WP_079849187.1	174	MULTISPECIES: DNA-binding protein
chromosome	NZ_CP040380.1	63867	64088	+			S338_RS00310	WP_000551058.1	73	MULTISPECIES: helix-turn-helix domain-containing protein
chromosome	NZ_CP040380.1	64096	66084	+			S338_RS00315	WP_079849188.1	662	MULTISPECIES: Mu transposase C-terminal domain-containing protein
chromosome	NZ_CP040380.1	66123	67061	+			S338_RS00320	WP_001026707.1	312	MULTISPECIES: AAA family ATPase
chromosome	NZ_CP040380.1	67077	67304	+			S338_RS00325	WP_000968312.1	75	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	67307	67537	+			S338_RS00330	WP_021537265.1	76	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	67549	67818	+			S338_RS00335	WP_021526002.1	89	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	67839	68258	+			S338_RS00340	WP_001101153.1	139	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	68271	68558	+			S338_RS00345	WP_001372708.1	95	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	68578	69102	+			S338_RS00350	WP_001107930.1	174	MULTISPECIES: host-nuclease inhibitor Gam family protein
chromosome	NZ_CP040380.1	69201	69731	+			S338_RS00355	WP_001621839.1	176	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	69731	70255	+			S338_RS00360	WP_079849189.1	174	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	70252	70920	+			S338_RS00365	WP_001621843.1	222	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	70923	71264	+			S338_RS00370	WP_079849190.1	113	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	71338	71889	+			S338_RS00375	WP_024193941.1	183	MULTISPECIES: regulatory protein GemA
chromosome	NZ_CP040380.1	71886	72275	+			S338_RS00380	WP_000133852.1	129	MULTISPECIES: Middle operon regulator
chromosome	NZ_CP040380.1	72353	72583	+			S338_RS00385	WP_000515809.1	76	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	72696	73118	+			S338_RS00390	WP_001163385.1	140	MULTISPECIES: positive regulator of late transcription
chromosome	NZ_CP040380.1	73213	73728	+			S338_RS00395	WP_000907404.1	171	MULTISPECIES: lysozyme
chromosome	NZ_CP040380.1	73712	74098	+			S338_RS00400	WP_001438579.1	128	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	74257	74451	+			S338_RS00410	WP_079849191.1	64	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	74451	74750	+			S338_RS00415	WP_000364295.1	99	MULTISPECIES: DUF2730 family protein
chromosome	NZ_CP040380.1	74747	75037	+			S338_RS00420	WP_000606409.1	96	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	75049	75624	+			S338_RS00425	WP_000375394.1	191	MULTISPECIES: DUF3486 family protein
chromosome	NZ_CP040380.1	75632	77287	+			S338_RS00430	WP_021526013.1	551	MULTISPECIES: terminase family protein
chromosome	NZ_CP040380.1	77287	78825	+			S338_RS00435	WP_079849192.1	512	MULTISPECIES: DUF935 family protein
chromosome	NZ_CP040380.1	78806	80125	+			S338_RS00440	WP_079849193.1	439	MULTISPECIES: minor capsid protein
chromosome	NZ_CP040380.1	80122	80592	+			S338_RS00445	WP_079849194.1	156	phage virion morphogenesis protein
chromosome	NZ_CP040380.1	80789	81874	+			S338_RS00450	WP_079849195.1	361	MULTISPECIES: phage protease
chromosome	NZ_CP040380.1	81871	82788	+			S338_RS00455	WP_047660771.1	305	MULTISPECIES: Mu-like prophage major head subunit gpT family protein
chromosome	NZ_CP040380.1	82855	83265	+			S338_RS00460	WP_021537253.1	136	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	83262	83687	+			S338_RS00465	WP_001104972.1	141	MULTISPECIES: DUF1320 family protein
chromosome	NZ_CP040380.1	83687	84235	+			S338_RS00470	WP_000888927.1	182	MULTISPECIES: DUF1834 family protein
chromosome	NZ_CP040380.1	84219	84425	+			S338_RS00475	WP_000979224.1	68	MULTISPECIES: DUF2635 domain-containing protein
chromosome	NZ_CP040380.1	84422	85909	+			S338_RS00480	WP_079849196.1	495	phage tail sheath subtilisin-like domain-containing protein
chromosome	NZ_CP040380.1	85919	86275	+			S338_RS00485	WP_000918404.1	118	MULTISPECIES: phage tail tube protein
chromosome	NZ_CP040380.1	86285	86719	+			S338_RS00490	WP_000344073.1	144	MULTISPECIES: phage tail assembly protein
chromosome	NZ_CP040380.1	86864	88936	+			S338_RS00495	WP_079849197.1	690	tape measure protein
chromosome	NZ_CP040380.1	88941	90428	+			S338_RS00500	WP_079849198.1	495	MULTISPECIES: DNA circularization N-terminal domain-containing protein
chromosome	NZ_CP040380.1	90421	91560	+			S338_RS00505	WP_042023636.1	379	MULTISPECIES: baseplate protein
chromosome	NZ_CP040380.1	91548	92141	+			S338_RS00510	WP_000442748.1	197	MULTISPECIES: phage baseplate assembly protein V
chromosome	NZ_CP040380.1	92138	92575	+			S338_RS00515	WP_000130548.1	145	MULTISPECIES: phage GP46 family protein
chromosome	NZ_CP040380.1	92576	93658	+			S338_RS00520	WP_021555077.1	360	MULTISPECIES: baseplate J/gp47 family protein
chromosome	NZ_CP040380.1	93649	94191	+			S338_RS00525	WP_079849199.1	180	DUF2313 domain-containing protein
chromosome	NZ_CP040380.1	94191	95726	+			S338_RS00530	WP_079849200.1	511	phage tail protein
chromosome	NZ_CP040380.1	95742	96269	+			S338_RS00535	WP_001164136.1	175	MULTISPECIES: tail fiber assembly protein
chromosome	NZ_CP040380.1	96300	96833	-			S338_RS00540	WP_001721526.1	177	MULTISPECIES: tail fiber assembly protein
chromosome	NZ_CP040380.1	96837	97706	-			S338_RS00545	WP_174843534.1	289	phage tail protein
chromosome	NZ_CP040380.1	97778	98371	+			S338_RS00550	WP_000905066.1	197	MULTISPECIES: recombinase family protein
chromosome	NZ_CP040380.1	98454	98642	+			S338_RS00555	WP_001300256.1	62	MULTISPECIES: Com family DNA-binding transcriptional regulator
chromosome	NZ_CP040380.1	98593	99300	+			S338_RS00560	WP_116733528.1	235	MULTISPECIES: protein mom
chromosome	NZ_CP040380.1	99345	99791	+			S338_RS00565	WP_016024192.1	148	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	99989	101473	+			S338_RS00570	WP_001113551.1	494	MULTISPECIES: carbohydrate kinase
chromosome	NZ_CP040380.1	101536	102396	+			S338_RS00575	WP_001131798.1	286	MULTISPECIES: class II aldolase
chromosome	NZ_CP040380.1	102406	102675	+			S338_RS00580	WP_000621026.1	89	MULTISPECIES: HPr family phosphocarrier protein
chromosome	NZ_CP040380.1	102766	103089	-			S338_RS00585	WP_001274837.1	107	DNA-binding transcriptional regulator
chromosome	NZ_CP040380.1	103073	103432	-			S338_RS00590	WP_001217952.1	119	MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin
chromosome	NZ_CP040380.1	103648	104841	+		nepI	S338_RS00595	WP_001004800.1	397	MULTISPECIES: purine ribonucleoside efflux pump NepI
chromosome	NZ_CP040380.1	104901	106283	-			S338_RS00600	WP_001270481.1	460	MULTISPECIES: glycoside hydrolase family 1 protein
chromosome	NZ_CP040380.1	106389	106682	-			S338_RS00605	WP_000824213.1	97	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	106879	109677	+		dagR	S338_RS00610	WP_001252669.1	932	transcriptional regulator DagR
chromosome	NZ_CP040380.1	109896	110321	+			S338_RS00615	WP_000214106.1	141	MULTISPECIES: PTS sugar transporter subunit IIA
chromosome	NZ_CP040380.1	110332	110817	+			S338_RS00620	WP_001284295.1	161	MULTISPECIES: PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB
chromosome	NZ_CP040380.1	110963	111712	+			S338_RS00625	WP_000380259.1	249	MULTISPECIES: PTS sugar transporter subunit IIC
chromosome	NZ_CP040380.1	111709	112569	+			S338_RS00630	WP_001526325.1	286	MULTISPECIES: PTS system mannose/fructose/sorbose family transporter subunit IID
chromosome	NZ_CP040380.1	112573	113682	+		dgaE	S338_RS00635	WP_000188472.1	369	D-glucosaminate-6-phosphate ammonia lyase
chromosome	NZ_CP040380.1	113669	114412	+			S338_RS00640	WP_001186150.1	247	MULTISPECIES: 2-dehydro-3-deoxy-phosphogluconate aldolase
chromosome	NZ_CP040380.1	114648	115589	+			S338_RS00645	WP_000749540.1	313	MULTISPECIES: Rpn family recombination-promoting nuclease/putative transposase
chromosome	NZ_CP040380.1	115632	116534	-			S338_RS00650	WP_000535970.1	300	MULTISPECIES: EamA family transporter
chromosome	NZ_CP040380.1	117040	117735	+			S338_RS00655	WP_000392700.1	231	MULTISPECIES: MgtC family protein
chromosome	NZ_CP040380.1	117954	120680	+		mgtA	S338_RS00660	WP_000131296.1	908	MULTISPECIES: magnesium-translocating P-type ATPase
chromosome	NZ_CP040380.1	120702	120794	+		mgtR	S338_RS00665	WP_001082118.1	30	MULTISPECIES: protein MgtR
chromosome	NZ_CP040380.1	120995	121474	+			S338_RS00670	WP_001065322.1	159	MULTISPECIES: anti-virulence regulatory inner membrane protein CigR
chromosome	NZ_CP040380.1	121642	122322	-			S338_RS00675	WP_000106461.1	226	MULTISPECIES: isochorismatase family protein
chromosome	NZ_CP040380.1	122942	123055	+			S338_RS00680	WP_001541135.1	37	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	123108	123965	+			S338_RS00685	WP_001278063.1	285	MULTISPECIES: transcriptional regulator
chromosome	NZ_CP040380.1	123976	124440	+			S338_RS00690	WP_023213975.1	154	MULTISPECIES: hypothetical protein
chromosome	NZ_CP040380.1	124535	127387	-		misL	S338_RS00695	WP_001143050.1	950	intestinal colonization autotransporter adhesin MisL
chromosome	NZ_CP040380.1	127462	128079	-			S338_RS00700	WP_000984806.1	205	MULTISPECIES: helix-turn-helix transcriptional regulator
chromosome	NZ_CP040380.1	130090	131472	+			S338_RS00715	WP_000834258.1	460	MULTISPECIES: glycoside-pentoside-hexuronide family transporter
chromosome	NZ_CP040380.1	131484	133802	+		yicI	S338_RS00720	WP_000703007.1	772	alpha-xylosidase
chromosome	NZ_CP040380.1	133905	135614	-			S338_RS00725	WP_000766639.1	569	MULTISPECIES: AsmA family protein
chromosome	NZ_CP040380.1	135735	137126	-		xanP	S338_RS00730	WP_000115428.1	463	MULTISPECIES: xanthine/proton symporter XanP
chromosome	NZ_CP040380.1	137354	138559	+		gltS	S338_RS00735	WP_000462249.1	401	MULTISPECIES: sodium/glutamate symporter
chromosome	NZ_CP040380.1	138595	140676	-		recG	S338_RS00740	WP_000016744.1	693	MULTISPECIES: ATP-dependent DNA helicase RecG
chromosome	NZ_CP040380.1	140682	141365	-		trmH	S338_RS00745	WP_023892454.1	227	tRNA (guanosine(18)-2\\'-O)-methyltransferase TrmH
chromosome	NZ_CP040380.1	141370	143481	-		spoT	S338_RS00750	WP_000280467.1	703	"MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3\\',5\\'-bis pyrophosphate 3\\'-pyrophosphohydrolase"
chromosome	NZ_CP040380.1	143500	143775	-		rpoZ	S338_RS00755	WP_000135058.1	91	MULTISPECIES: DNA-directed RNA polymerase subunit omega
chromosome	NZ_CP040380.1	143830	144453	-		gmk	S338_RS00760	WP_000046966.1	207	MULTISPECIES: guanylate kinase
chromosome	NZ_CP040380.1	144710	146395	+		ligB	S338_RS00765	WP_001241838.1	561	NAD-dependent DNA ligase LigB
chromosome	NZ_CP040380.1	146392	147009	-			S338_RS00770	WP_000924334.1	205	MULTISPECIES: trimeric intracellular cation channel family protein
chromosome	NZ_CP040380.1	147257	148141	-			S338_RS00775	WP_001082958.1	294	HARLDQ motif MBL-fold protein
chromosome	NZ_CP040380.1	148215	149117	+			S338_RS00780	WP_001050869.1	300	LysR family transcriptional regulator
chromosome	NZ_CP040380.1	149165	150028	-			S338_RS00785	WP_000621347.1	287	MULTISPECIES: YicC family protein
chromosome	NZ_CP040380.1	150154	150870	+		rph	S338_RS00790	WP_001247078.1	238	MULTISPECIES: ribonuclease PH
chromosome	NZ_CP040380.1	150949	151590	+		pyrE	S338_RS00795	WP_000806167.1	213	MULTISPECIES: orotate phosphoribosyltransferase
chromosome	NZ_CP040380.1	151668	152264	-		slmA	S338_RS00800	WP_000818607.1	198	MULTISPECIES: nucleoid occlusion factor SlmA
chromosome	NZ_CP040380.1	152372	152830	-		dut	S338_RS00805	WP_000976078.1	152	MULTISPECIES: dUTP diphosphatase
chromosome	NZ_CP040380.1	152808	154028	-		coaBC	S338_RS00810	WP_000050176.1	406	MULTISPECIES: bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
chromosome	NZ_CP040380.1	154204	154869	+		radC	S338_RS00815	WP_000380156.1	221	MULTISPECIES: DNA repair protein RadC
chromosome	NZ_CP040380.1	155087	155323	+		rpmB	S338_RS00820	WP_001519051.1	78	MULTISPECIES: 50S ribosomal protein L28
chromosome	NZ_CP040380.1	155344	155511	+		rpmG	S338_RS00825	WP_001051798.1	55	MULTISPECIES: 50S ribosomal protein L33
chromosome	NZ_CP040380.1	155609	156418	+		mutM	S338_RS00830	WP_001114518.1	269	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
chromosome	NZ_CP040380.1	156446	156925	-		coaD	S338_RS00835	WP_001171884.1	159	MULTISPECIES: pantetheine-phosphate adenylyltransferase
chromosome	NZ_CP040380.1	156934	158211	-		waaA	S338_RS00840	WP_000891580.1	425	MULTISPECIES: lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
chromosome	NZ_CP040380.1	158620	159690	+		rfaQ	S338_RS00845	WP_001526672.1	356	MULTISPECIES: lipopolysaccharide core heptosyltransferase RfaQ
chromosome	NZ_CP040380.1	159687	160811	+			S338_RS00850	WP_001261579.1	374	MULTISPECIES: glycosyltransferase family 4 protein
chromosome	NZ_CP040380.1	160804	161601	+		rfaP	S338_RS00855	WP_000229825.1	265	MULTISPECIES: lipopolysaccharide core heptose(I) kinase RfaP
chromosome	NZ_CP040380.1	161657	162637	+			S338_RS00860	WP_001280096.1	326	glycosyltransferase family 8 protein
chromosome	NZ_CP040380.1	162651	163730	+		waaB	S338_RS00865	WP_023892453.1	359	"lipopolysaccharide 1,6-galactosyltransferase"
chromosome	NZ_CP040380.1	163736	164749	+		waaO	S338_RS00870	WP_000088486.1	337	lipopolysaccharide 3-alpha-galactosyltransferase
chromosome	NZ_CP040380.1	164767	165780	+		rfaJ	S338_RS00875	WP_000376878.1	337	"lipopolysaccharide 1,2-glucosyltransferase RfaJ"
chromosome	NZ_CP040380.1	165803	166501	+		rfaY	S338_RS00880	WP_000582813.1	232	lipopolysaccharide core heptose(II) kinase RfaY
chromosome	NZ_CP040380.1	166651	167460	+		waaZ	S338_RS00885	WP_000536017.1	269	MULTISPECIES: 3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ
chromosome	NZ_CP040380.1	167560	168705	+			S338_RS00890	WP_000591827.1	381	MULTISPECIES: lipopolysaccharide N-acetylglucosaminyltransferase
chromosome	NZ_CP040380.1	168762	169976	-		rfaL	S338_RS00895	WP_000958439.1	404	MULTISPECIES: O-antigen ligase RfaL
chromosome	NZ_CP040380.1	170016	170969	-		rfaC	S338_RS00900	WP_001264612.1	317	MULTISPECIES: lipopolysaccharide heptosyltransferase RfaC
chromosome	NZ_CP040380.1	170969	172015	-		rfaF	S338_RS00905	WP_000699195.1	348	ADP-heptose--LPS heptosyltransferase RfaF
chromosome	NZ_CP040380.1	172018	172950	-		rfaD	S338_RS00910	WP_000587771.1	310	MULTISPECIES: ADP-glyceromanno-heptose 6-epimerase
chromosome	NZ_CP040380.1	173153	174349	+		kbl	S338_RS00915	WP_001213790.1	398	MULTISPECIES: glycine C-acetyltransferase
chromosome	NZ_CP040380.1	174359	175384	+		tdh	S338_RS00920	WP_000645990.1	341	MULTISPECIES: L-threonine 3-dehydrogenase
chromosome	NZ_CP040380.1	175677	176711	+			S338_RS00925	WP_000798189.1	344	MULTISPECIES: glycosyltransferase
chromosome	NZ_CP040380.1	176698	177660	-			S338_RS00930	WP_001135514.1	320	divergent polysaccharide deacetylase family protein
chromosome	NZ_CP040380.1	177664	178947	-		envC	S338_RS00935	WP_001214132.1	427	MULTISPECIES: murein hydrolase activator EnvC
chromosome	NZ_CP040380.1	178957	180501	-		gpmM	S338_RS00940	WP_000116575.1	514	"MULTISPECIES: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
chromosome	NZ_CP040380.1	180749	181180	+			S338_RS00945	WP_001156179.1	143	MULTISPECIES: rhodanese-like domain-containing protein
chromosome	NZ_CP040380.1	181266	181517	+		grxC	S338_RS00950	WP_001273795.1	83	MULTISPECIES: glutaredoxin 3
chromosome	NZ_CP040380.1	181561	182028	+		secB	S338_RS00955	WP_000003370.1	155	MULTISPECIES: protein-export chaperone SecB
chromosome	NZ_CP040380.1	182028	183047	+		gpsA	S338_RS00960	WP_001076597.1	339	MULTISPECIES: NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
