#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP046291.1	29559	29807	-			FOC20_RS00165	WP_000512149.1	82	MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein
chromosome	NZ_CP046291.1	30121	30762	-			FOC20_RS00170	WP_170909860.1	213	hypothetical protein
chromosome	NZ_CP046291.1	30992	31174	-			FOC20_RS00175	WP_156010121.1	60	DUF1869 domain-containing protein
chromosome	NZ_CP046291.1	31177	31539	-			FOC20_RS00180	WP_001248993.1	120	MULTISPECIES: DUF1971 domain-containing protein YeaR
chromosome	NZ_CP046291.1	31712	32350	-		leuE	FOC20_RS00185	WP_156010122.1	212	leucine efflux protein LeuE
chromosome	NZ_CP046291.1	32547	33092	-			FOC20_RS00190	WP_156010123.1	181	chorismate mutase
chromosome	NZ_CP046291.1	33408	33656	+			FOC20_RS00195	WP_000208086.1	82	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046291.1	33911	34759	-			FOC20_RS00205	WP_000190263.1	282	MULTISPECIES: MerR family transcriptional regulator
chromosome	NZ_CP046291.1	34828	35421	-			FOC20_RS00210	WP_156010695.1	197	helix-turn-helix transcriptional regulator
chromosome	NZ_CP046291.1	35566	36354	-		aadA	FOC20_RS00215	WP_156010696.1	262	cryptic aminoglycoside nucleotidyltransferase ANT(3\\'\\')/ANT(9)
chromosome	NZ_CP046291.1	36463	37110	-		zinT	FOC20_RS00220	WP_161397180.1	215	MULTISPECIES: metal-binding protein ZinT
chromosome	NZ_CP046291.1	37307	37633	-			FOC20_RS00230	WP_001183697.1	108	MULTISPECIES: four-helix bundle copper-binding protein
chromosome	NZ_CP046291.1	37827	38960	+			FOC20_RS00235	WP_080160018.1	377	mechanosensitive ion channel family protein
chromosome	NZ_CP046291.1	39042	39632	-			FOC20_RS00240	WP_000947459.1	196	MULTISPECIES: ATP-binding cassette domain-containing protein
chromosome	NZ_CP046291.1	39626	40423	-			FOC20_RS00245	WP_023254117.1	265	ATP-binding cassette domain-containing protein
chromosome	NZ_CP046291.1	40417	41229	-			FOC20_RS00250	WP_156010124.1	270	ABC transporter permease
chromosome	NZ_CP046291.1	41219	42193	-			FOC20_RS00255	WP_156010697.1	324	ABC transporter permease
chromosome	NZ_CP046291.1	42193	43827	-			FOC20_RS00260	WP_156010698.1	544	ABC transporter substrate-binding protein
chromosome	NZ_CP046291.1	44509	44823	+			FOC20_RS00265	WP_000182479.1	104	MULTISPECIES: TRL-like family protein
chromosome	NZ_CP046291.1	44972	45502	+			FOC20_RS00270	WP_000929974.1	176	MULTISPECIES: cytochrome b
chromosome	NZ_CP046291.1	45585	46628	-			FOC20_RS00275	WP_000780158.1	347	MULTISPECIES: exo-alpha-sialidase
chromosome	NZ_CP046291.1	46967	47434	-			FOC20_RS00280	WP_001218118.1	155	MULTISPECIES: Hsp20 family protein
chromosome	NZ_CP046291.1	47629	47859	-			FOC20_RS00285	WP_078057655.1	76	hypothetical protein
chromosome	NZ_CP046291.1	48562	48906	+			FOC20_RS00295	WP_000977720.1	114	MULTISPECIES: c-type lysozyme inhibitor
chromosome	NZ_CP046291.1	50144	50701	-		pagC	FOC20_RS00305	WP_058331227.1	185	virulence membrane protein PagC
chromosome	NZ_CP046291.1	51507	51770	+			FOC20_RS00310	WP_058331230.1	87	virulence protein PagD
chromosome	NZ_CP046291.1	51902	52114	+		cspF	FOC20_RS00315	WP_001537306.1	70	MULTISPECIES: cold shock-like protein CspF
chromosome	NZ_CP046291.1	52529	53050	+			FOC20_RS00320	WP_058331231.1	173	RICIN domain-containing protein
chromosome	NZ_CP046291.1	53241	53480	+		msgA	FOC20_RS00325	WP_000497451.1	79	MULTISPECIES: virulence protein MsgA
chromosome	NZ_CP046291.1	53698	53862	-			FOC20_RS00330	WP_058331232.1	54	hypothetical protein
chromosome	NZ_CP046291.1	54360	55178	+			FOC20_RS00335	WP_156010125.1	272	cytolethal distending toxin S-CDT
chromosome	NZ_CP046291.1	55251	55628	+			FOC20_RS00340	WP_001277616.1	125	MULTISPECIES: DUF1353 domain-containing protein
chromosome	NZ_CP046291.1	55777	56319	-			FOC20_RS00345	WP_000158843.1	180	MULTISPECIES: glycoside hydrolase family 108 protein
chromosome	NZ_CP046291.1	56511	57239	-		artA	FOC20_RS00350	WP_156010126.1	242	typhoid-like toxin S-CDT ADP-ribosylating subunit PltA
chromosome	NZ_CP046291.1	57256	57669	-			FOC20_RS00355	WP_058331234.1	137	subtilase cytotoxin subunit B
chromosome	NZ_CP046291.1	58102	58455	-			FOC20_RS00360	WP_076726407.1	117	hypothetical protein
chromosome	NZ_CP046291.1	59251	60501	-		icd	FOC20_RS00375	WP_000444508.1	416	MULTISPECIES: NADP-dependent isocitrate dehydrogenase
chromosome	NZ_CP046291.1	60673	61338	+		rluE	FOC20_RS00380	WP_001249412.1	221	MULTISPECIES: 23S rRNA pseudouridine(2457) synthase RluE
chromosome	NZ_CP046291.1	61335	61664	+			FOC20_RS00385	WP_023255282.1	109	MULTISPECIES: lysozyme inhibitor LprI family protein
chromosome	NZ_CP046291.1	61676	62137	+			FOC20_RS00390	WP_000476070.1	153	MULTISPECIES: NUDIX hydrolase
chromosome	NZ_CP046291.1	62191	63297	+		mnmA	FOC20_RS00395	WP_000004540.1	368	MULTISPECIES: tRNA 2-thiouridine(34) synthase MnmA
chromosome	NZ_CP046291.1	63384	64025	+		hflD	FOC20_RS00400	WP_001519653.1	213	MULTISPECIES: high frequency lysogenization protein HflD
chromosome	NZ_CP046291.1	64029	65399	+		purB	FOC20_RS00405	WP_079928058.1	456	adenylosuccinate lyase
chromosome	NZ_CP046291.1	65526	66197	+		phoP	FOC20_RS00410	WP_001537766.1	223	MULTISPECIES: two-component system response regulator PhoP
chromosome	NZ_CP046291.1	66197	67660	+		phoQ	FOC20_RS00415	WP_001031687.1	487	MULTISPECIES: two-component system sensor histidine kinase PhoQ
chromosome	NZ_CP046291.1	67741	68862	+		roxA	FOC20_RS00420	WP_000456514.1	373	MULTISPECIES:
chromosome	NZ_CP046291.1	68902	70236	-			FOC20_RS00425	WP_156010127.1	444	hypothetical protein
chromosome	NZ_CP046291.1	70240	71469	-		pepT	FOC20_RS00430	WP_000359412.1	409	MULTISPECIES: peptidase T
chromosome	NZ_CP046291.1	71720	72856	+		potA	FOC20_RS00435	WP_058331236.1	378	spermidine/putrescine ABC transporter ATP-binding protein PotA
chromosome	NZ_CP046291.1	72840	73703	+		potB	FOC20_RS00440	WP_058331237.1	287	spermidine/putrescine ABC transporter permease PotB
chromosome	NZ_CP046291.1	74031	74246	+			FOC20_RS00445	WP_071586454.1	71	hypothetical protein
chromosome	NZ_CP046291.1	75396	76175	+		potC	FOC20_RS00455	WP_000580299.1	259	MULTISPECIES: spermidine/putrescine ABC transporter permease PotC
chromosome	NZ_CP046291.1	76200	77246	+		potD	FOC20_RS00460	WP_000759329.1	348	MULTISPECIES: spermidine/putrescine ABC transporter substrate-binding protein PotD
chromosome	NZ_CP046291.1	77328	78149	-		cobB	FOC20_RS00465	WP_001191856.1	273	MULTISPECIES: NAD-dependent protein deacylase
chromosome	NZ_CP046291.1	78168	79079	-		nagK	FOC20_RS00470	WP_000291330.1	303	MULTISPECIES: N-acetylglucosamine kinase
chromosome	NZ_CP046291.1	79108	80352	-		lolE	FOC20_RS00475	WP_000168091.1	414	MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit LolE
chromosome	NZ_CP046291.1	80352	81053	-		lolD	FOC20_RS00480	WP_023218781.1	233	lipoprotein-releasing ABC transporter ATP-binding protein LolD
chromosome	NZ_CP046291.1	81046	82245	-		lolC	FOC20_RS00485	WP_001518787.1	399	MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit LolC
chromosome	NZ_CP046291.1	82583	86029	+		mfd	FOC20_RS00490	WP_001114323.1	1148	MULTISPECIES: transcription-repair coupling factor
chromosome	NZ_CP046291.1	86177	87142	+			FOC20_RS00495	WP_000482971.1	321	"MULTISPECIES: L,D-transpeptidase family protein"
chromosome	NZ_CP046291.1	87239	87496	-			FOC20_RS00500	WP_079981457.1	85	multiple stress resistance protein BhsA
chromosome	NZ_CP046291.1	87738	88373	+		comR	FOC20_RS00505	WP_000205986.1	211	MULTISPECIES: TetR family copper-responsive transcriptional repressor ComR
chromosome	NZ_CP046291.1	88448	88987	-			FOC20_RS00510	WP_001043449.1	179	MULTISPECIES: glycine zipper 2TM domain-containing protein
chromosome	NZ_CP046291.1	89166	90470	-		ndh	FOC20_RS00515	WP_000211053.1	434	MULTISPECIES: NADH-quinone dehydrogenase
chromosome	NZ_CP046291.1	90724	91266	-			FOC20_RS00520	WP_021000185.1	180	MULTISPECIES: alpha/beta hydrolase YcfP
chromosome	NZ_CP046291.1	91291	92316	-		nagZ	FOC20_RS00525	WP_076031792.1	341	beta-N-acetylhexosaminidase
chromosome	NZ_CP046291.1	92327	93151	-		thiK	FOC20_RS00530	WP_156010128.1	274	thiamine kinase
chromosome	NZ_CP046291.1	93132	93770	-		lpoB	FOC20_RS00535	WP_000164355.1	212	MULTISPECIES: penicillin-binding protein activator LpoB
chromosome	NZ_CP046291.1	93784	94158	-			FOC20_RS00540	WP_000589563.1	124	MULTISPECIES: YcfL family protein
chromosome	NZ_CP046291.1	94161	94520	-		hinT	FOC20_RS00545	WP_001532068.1	119	MULTISPECIES: purine nucleoside phosphoramidase
chromosome	NZ_CP046291.1	94862	97036	+		fhuE	FOC20_RS00550	WP_000008403.1	724	MULTISPECIES: ferric-rhodotorulic acid/ferric-coprogen receptor FhuE
chromosome	NZ_CP046291.1	97121	98554	-		ptsG	FOC20_RS00555	WP_000475705.1	477	MULTISPECIES: PTS glucose transporter subunit IIBC
chromosome	NZ_CP046291.1	98849	99646	-			FOC20_RS00560	WP_000480268.1	265	MULTISPECIES: metal-dependent hydrolase
chromosome	NZ_CP046291.1	99657	100661	-		holB	FOC20_RS00565	WP_039590724.1	334	DNA polymerase III subunit delta\\'
chromosome	NZ_CP046291.1	100658	101299	-			FOC20_RS00570	WP_000535399.1	213	MULTISPECIES: dTMP kinase
chromosome	NZ_CP046291.1	101289	102311	-		yceG	FOC20_RS00575	WP_000736459.1	340	MULTISPECIES: cell division protein YceG
chromosome	NZ_CP046291.1	102314	103123	-		pabC	FOC20_RS00580	WP_000478653.1	269	MULTISPECIES: aminodeoxychorismate lyase
chromosome	NZ_CP046291.1	103247	104488	-		fabF	FOC20_RS00585	WP_000044664.1	413	MULTISPECIES: beta-ketoacyl-ACP synthase II
chromosome	NZ_CP046291.1	104574	104810	-		acpP	FOC20_RS00590	WP_000103754.1	78	MULTISPECIES: acyl carrier protein
chromosome	NZ_CP046291.1	104966	105700	-		fabG	FOC20_RS00595	WP_000007236.1	244	MULTISPECIES: 3-oxoacyl-ACP reductase FabG
chromosome	NZ_CP046291.1	105713	106642	-		fabD	FOC20_RS00600	WP_001529843.1	309	MULTISPECIES: ACP S-malonyltransferase
chromosome	NZ_CP046291.1	106658	107611	-		fabH	FOC20_RS00605	WP_000288148.1	317	MULTISPECIES: beta-ketoacyl-ACP synthase III
chromosome	NZ_CP046291.1	107691	108770	-		plsX	FOC20_RS00610	WP_001518286.1	359	MULTISPECIES: phosphate acyltransferase PlsX
chromosome	NZ_CP046291.1	108904	109077	-		rpmF	FOC20_RS00615	WP_000290727.1	57	MULTISPECIES: 50S ribosomal protein L32
chromosome	NZ_CP046291.1	109129	109650	-		yceD	FOC20_RS00620	WP_001174492.1	173	MULTISPECIES: 23S rRNA accumulation protein YceD
chromosome	NZ_CP046291.1	109848	110432	+		maf	FOC20_RS00625	WP_001137603.1	194	MULTISPECIES: Maf-like protein
chromosome	NZ_CP046291.1	110515	111474	-		rluC	FOC20_RS00630	WP_080160467.1	319	23S rRNA pseudouridine(955/2504/2580) synthase RluC
chromosome	NZ_CP046291.1	112048	115251	+		rne	FOC20_RS00635	WP_076726394.1	1067	ribonuclease E
chromosome	NZ_CP046291.1	115504	116457	-		flgL	FOC20_RS00640	WP_001223032.1	317	MULTISPECIES: flagellar hook-associated protein FlgL
chromosome	NZ_CP046291.1	116472	118133	-		flgK	FOC20_RS00645	WP_000096425.1	553	MULTISPECIES: flagellar hook-associated protein FlgK
chromosome	NZ_CP046291.1	118198	119148	-		flgJ	FOC20_RS00650	WP_000578685.1	316	MULTISPECIES: flagellar assembly peptidoglycan hydrolase FlgJ
chromosome	NZ_CP046291.1	119148	120245	-			FOC20_RS00655	WP_001518955.1	365	MULTISPECIES: flagellar basal body P-ring protein FlgI
chromosome	NZ_CP046291.1	120257	120955	-		flgH	FOC20_RS00660	WP_001174897.1	232	MULTISPECIES: flagellar basal body L-ring protein FlgH
chromosome	NZ_CP046291.1	121010	121792	-		flgG	FOC20_RS00665	WP_000625851.1	260	MULTISPECIES: flagellar basal-body rod protein FlgG
chromosome	NZ_CP046291.1	121806	122561	-			FOC20_RS00670	WP_000349278.1	251	MULTISPECIES: flagellar basal body rod protein FlgF
chromosome	NZ_CP046291.1	122582	123793	-		flgE	FOC20_RS00675	WP_000010567.1	403	MULTISPECIES: flagellar hook protein FlgE
chromosome	NZ_CP046291.1	123820	124518	-		flgD	FOC20_RS00680	WP_000020450.1	232	MULTISPECIES: flagellar hook assembly protein FlgD
chromosome	NZ_CP046291.1	124530	124934	-		flgC	FOC20_RS00685	WP_001196448.1	134	MULTISPECIES: flagellar basal body rod protein FlgC
chromosome	NZ_CP046291.1	124938	125354	-		flgB	FOC20_RS00690	WP_080094908.1	138	flagellar basal body rod protein FlgB
chromosome	NZ_CP046291.1	125511	126170	+		flgA	FOC20_RS00695	WP_001194086.1	219	MULTISPECIES: flagellar basal body P-ring formation protein FlgA
chromosome	NZ_CP046291.1	126262	126555	+		flgM	FOC20_RS00700	WP_000020893.1	97	MULTISPECIES: anti-sigma-28 factor FlgM
chromosome	NZ_CP046291.1	126560	126982	+		flgN	FOC20_RS00705	WP_000197547.1	140	MULTISPECIES: flagella biosynthesis chaperone FlgN
chromosome	NZ_CP046291.1	127064	128599	-		murJ	FOC20_RS00710	WP_001537775.1	511	MULTISPECIES: murein biosynthesis integral membrane protein MurJ
chromosome	NZ_CP046291.1	128903	129826	-			FOC20_RS00715	WP_001259730.1	307	Gfo/Idh/MocA family oxidoreductase
chromosome	NZ_CP046291.1	129828	130475	-			FOC20_RS00720	WP_000873047.1	215	MULTISPECIES: YceH family protein
chromosome	NZ_CP046291.1	130511	131095	-		rimJ	FOC20_RS00725	WP_000468204.1	194	MULTISPECIES: ribosomal protein S5-alanine N-acetyltransferase
chromosome	NZ_CP046291.1	131332	132540	+		mdtH	FOC20_RS00730	WP_000092174.1	402	MULTISPECIES: multidrug efflux MFS transporter MdtH
chromosome	NZ_CP046291.1	132604	133251	+		grxB	FOC20_RS00735	WP_151353746.1	215	glutaredoxin 2
chromosome	NZ_CP046291.1	133376	133936	+			FOC20_RS00740	WP_080167214.1	186	lipoprotein
chromosome	NZ_CP046291.1	134040	135086	+		pyrC	FOC20_RS00745	WP_156010129.1	348	dihydroorotase
chromosome	NZ_CP046291.1	135160	135405	+		dinI	FOC20_RS00750	WP_001217763.1	81	MULTISPECIES: DNA damage-inducible protein I
chromosome	NZ_CP046291.1	135695	135949	+		bssS	FOC20_RS00755	WP_000414441.1	84	MULTISPECIES: biofilm formation regulator BssS
chromosome	NZ_CP046291.1	136062	137180	+		solA	FOC20_RS00760	WP_156010130.1	372	N-methyl-L-tryptophan oxidase
chromosome	NZ_CP046291.1	137221	137334	+			FOC20_RS00765	WP_023201801.1	37	YceO family protein
chromosome	NZ_CP046291.1	137597	138169	+			FOC20_RS00770	WP_079944668.1	190	cytochrome b
chromosome	NZ_CP046291.1	138166	138741	+			FOC20_RS00775	WP_000739886.1	191	MULTISPECIES: YceI family protein
chromosome	NZ_CP046291.1	138793	139845	-			FOC20_RS00780	WP_001144623.1	350	MULTISPECIES: rhodanese-related sulfurtransferase
chromosome	NZ_CP046291.1	140065	140985	+			FOC20_RS00785	WP_000163972.1	306	MULTISPECIES: LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferasee
chromosome	NZ_CP046291.1	141140	142354	+		mdtG	FOC20_RS00790	WP_000075053.1	404	MULTISPECIES: multidrug efflux MFS transporter MdtG
chromosome	NZ_CP046291.1	142436	142810	+			FOC20_RS00795	WP_000180050.1	124	MULTISPECIES: SecY/SecA suppressor protein
chromosome	NZ_CP046291.1	142811	143038	-			FOC20_RS00800	WP_001217832.1	75	MULTISPECIES: YceK/YidQ family lipoprotein
chromosome	NZ_CP046291.1	143104	145647	-		mdoH	FOC20_RS00805	WP_001044609.1	847	MULTISPECIES: glucans biosynthesis glucosyltransferase MdoH
chromosome	NZ_CP046291.1	145640	147175	-		mdoG	FOC20_RS00810	WP_001562609.1	511	MULTISPECIES: glucans biosynthesis protein MdoG
chromosome	NZ_CP046291.1	147447	148601	+		mdoC	FOC20_RS00815	WP_156010131.1	384	glucans biosynthesis protein MdoC
chromosome	NZ_CP046291.1	148618	150105	-			FOC20_RS00820	WP_000976323.1	495	MULTISPECIES: phospholipase D family protein
chromosome	NZ_CP046291.1	150041	150580	-		ymdB	FOC20_RS00825	WP_156010132.1	179	O-acetyl-ADP-ribose deacetylase
chromosome	NZ_CP046291.1	150666	150986	-			FOC20_RS00830	WP_000111254.1	106	MULTISPECIES: type 1 fimbrial protein
chromosome	NZ_CP046291.1	151118	151444	-		csgC	FOC20_RS00835	WP_000557256.1	108	MULTISPECIES: curli assembly protein CsgC
chromosome	NZ_CP046291.1	151507	151962	-		csgA	FOC20_RS00840	WP_000771416.1	151	MULTISPECIES: curlin major subunit CsgA
chromosome	NZ_CP046291.1	152004	152459	-		csgB	FOC20_RS00845	WP_000791655.1	151	MULTISPECIES: curlin minor subunit CsgB
chromosome	NZ_CP046291.1	153215	153865	+		csgD	FOC20_RS00850	WP_156010133.1	216	transcriptional regulator CsgD
chromosome	NZ_CP046291.1	153870	154265	+		csgE	FOC20_RS00855	WP_000833307.1	131	MULTISPECIES: curli production assembly/transport protein CsgE
chromosome	NZ_CP046291.1	154292	154708	+		csgF	FOC20_RS00860	WP_001264073.1	138	MULTISPECIES: curli production assembly/transport protein CsgF
chromosome	NZ_CP046291.1	154735	155568	+		csgG	FOC20_RS00865	WP_001137620.1	277	MULTISPECIES: curli production assembly/transport protein CsgG
chromosome	NZ_CP046291.1	155607	156089	-			FOC20_RS00870	WP_001546652.1	160	MULTISPECIES: DUF1097 domain-containing protein
chromosome	NZ_CP046291.1	156190	156744	-			FOC20_RS00875	WP_076726386.1	184	molecular chaperone
chromosome	NZ_CP046291.1	156768	157505	-			FOC20_RS00880	WP_000283643.1	245	MULTISPECIES: phosphatase
chromosome	NZ_CP046291.1	157590	158528	-		ghrA	FOC20_RS00885	WP_076726385.1	312	glyoxylate/hydroxypyruvate reductase GhrA
chromosome	NZ_CP046291.1	159262	160368	-			FOC20_RS00900	WP_079981917.1	368	Gfo/Idh/MocA family oxidoreductase
chromosome	NZ_CP046291.1	160379	161659	-			FOC20_RS00905	WP_000560758.1	426	MULTISPECIES: MFS transporter
chromosome	NZ_CP046291.1	161942	162634	-			FOC20_RS00910	WP_000700610.1	230	MULTISPECIES: outer membrane protein
chromosome	NZ_CP046291.1	162680	163834	-			FOC20_RS00915	WP_000525761.1	384	MULTISPECIES: N-acetylneuraminate epimerase
chromosome	NZ_CP046291.1	164340	165020	+			FOC20_RS00920	WP_156010134.1	226	N-acetylmannosamine-6-phosphate 2-epimerase
chromosome	NZ_CP046291.1	165348	166844	+			FOC20_RS00925	WP_156010135.1	498	sodium:solute symporter
chromosome	NZ_CP046291.1	167130	168011	+			FOC20_RS00930	WP_023252067.1	293	MurR/RpiR family transcriptional regulator
chromosome	NZ_CP046291.1	168116	168904	-		phoH	FOC20_RS00935	WP_000533527.1	262	MULTISPECIES: phosphate starvation-inducible protein PhoH
chromosome	NZ_CP046291.1	169797	171305	-		putP	FOC20_RS00940	WP_156010136.1	502	sodium/proline symporter PutP
chromosome	NZ_CP046291.1	171727	175689	+		putA	FOC20_RS00945	WP_023234514.1	1320	MULTISPECIES: trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase
chromosome	NZ_CP046291.1	175748	176143	+			FOC20_RS00950	WP_000821064.1	131	MULTISPECIES: lysozyme inhibitor LprI family protein
chromosome	NZ_CP046291.1	176140	176778	-		rutR	FOC20_RS00955	WP_000083128.1	212	MULTISPECIES: HTH-type transcriptional regulator RutR
chromosome	NZ_CP046291.1	176915	177082	-			FOC20_RS00960	WP_001273663.1	55	MULTISPECIES: general stress protein
chromosome	NZ_CP046291.1	177467	178063	+		wrbA	FOC20_RS00965	WP_001062898.1	198	MULTISPECIES: NAD(P)H:quinone oxidoreductase
chromosome	NZ_CP046291.1	178084	178311	+			FOC20_RS00970	WP_001143125.1	75	MULTISPECIES: YccJ family protein
chromosome	NZ_CP046291.1	178345	179586	-		agp	FOC20_RS00975	WP_061382977.1	413	bifunctional glucose-1-phosphatase/inositol phosphatase
chromosome	NZ_CP046291.1	179719	180225	-			FOC20_RS00980	WP_000907528.1	168	MULTISPECIES: protein disulfide oxidoreductase
chromosome	NZ_CP046291.1	180215	180838	-			FOC20_RS00985	WP_000876685.1	207	MULTISPECIES: DsbA family protein
chromosome	NZ_CP046291.1	180835	182721	-			FOC20_RS00990	WP_156010137.1	628	thioredoxin family protein
chromosome	NZ_CP046291.1	182770	183132	-			FOC20_RS00995	WP_001118902.1	120	MULTISPECIES: copper resistance protein
chromosome	NZ_CP046291.1	183368	184288	+		cbpA	FOC20_RS01000	WP_000420603.1	306	MULTISPECIES: curved DNA-binding protein
chromosome	NZ_CP046291.1	184288	184593	+		cbpM	FOC20_RS01005	WP_023227206.1	101	MULTISPECIES: chaperone modulator CbpM
chromosome	NZ_CP046291.1	185247	185609	+		iraM	FOC20_RS01010	WP_023201790.1	120	anti-adapter protein IraM
chromosome	NZ_CP046291.1	186017	186955	-			FOC20_RS01015	WP_156010138.1	312	MBL fold metallo-hydrolase
chromosome	NZ_CP046291.1	186969	187865	-		hpaA	FOC20_RS01020	WP_000336602.1	298	MULTISPECIES: 4-hydroxyphenylacetate catabolism regulatory protein HpaA
chromosome	NZ_CP046291.1	187875	189251	-		hpaX	FOC20_RS01025	WP_001285795.1	458	MULTISPECIES: 4-hydroxyphenylacetate permease
chromosome	NZ_CP046291.1	189324	190115	-		hpaI	FOC20_RS01030	WP_000785062.1	263	MULTISPECIES: 4-hydroxy-2-oxoheptanedioate aldolase
chromosome	NZ_CP046291.1	190126	190929	-		hpaH	FOC20_RS01035	WP_000884795.1	267	"MULTISPECIES: 2-oxo-hepta-3-ene-1,7-dioic acid hydratase"
chromosome	NZ_CP046291.1	191073	191453	-			FOC20_RS01040	WP_001119852.1	126	MULTISPECIES: 5-carboxymethyl-2-hydroxymuconate Delta-isomerase
chromosome	NZ_CP046291.1	191463	192314	-		hpaD	FOC20_RS01045	WP_000517001.1	283	"MULTISPECIES: 3,4-dihydroxyphenylacetate 2,3-dioxygenase"
chromosome	NZ_CP046291.1	192316	193782	-		hpaE	FOC20_RS01050	WP_156010139.1	488	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
chromosome	NZ_CP046291.1	193779	195068	-			FOC20_RS01055	WP_000679210.1	429	MULTISPECIES: 4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase
chromosome	NZ_CP046291.1	195343	195783	+		hpaR	FOC20_RS01060	WP_000543922.1	146	MULTISPECIES: homoprotocatechuate degradation operon regulator HpaR
